Lead Service Address,x,y
17 CORTES ST BOSTON,772316.0550170988,2952277.1118062884
17 DONALD RD DORCHESTER,767119.7748577297,2931357.487193033
17 DUNLAP ST DORCHESTER,771724.0918239504,2932113.935293272
17 EDGE HILL ST JAMAICA PLAIN,762510.6296615303,2943495.7169559747
17 EGLESTON ST JAMAICA PLAIN,764171.1621637046,2939961.6709429175
17 ESMOND ST DORCHESTER,768213.5101739913,2934214.181468278
17 EUCLID ST DORCHESTER,771802.8065487593,2930421.7208204716
17 FAIRBANKS ST BRIGHTON,747305.9252901822,2952608.105025634
17 FENWOOD RD BOSTON,762670.6967049241,2947109.9694675356
17 FRANKFORT ST EAST BOSTON,781669.3616627306,2959925.5240540653
17 GASTON ST ROXBURY,769228.3553693593,2939544.453628406
17 GREENWOOD ST ROXBURY,769826.0416147858,2935173.3871041536
17 HENSHAW ST BRIGHTON,750735.0288202763,2952724.3750696033
17 HOLIDAY ST DORCHESTER,772373.3629559726,2935354.215596974
17 LEVANT ST DORCHESTER,772572.4692296088,2935821.188840613
17 MACKIN ST BRIGHTON,752210.1347313672,2956804.135662943
17 MAGNOLIA SQ DORCHESTER,771781.9574013054,2940252.578603834
17 MAYFAIR ST ROXBURY,766912.1561297625,2942056.387303725
17 MICHIGAN AV ROXBURY,768811.5088058263,2935532.4406680167
17 PARK VIEW ST ROXBURY,766367.071160838,2938676.5724839866
17 PIERPONT RD WEST ROXBURY,751152.1194262505,2931333.828684643
17 PRATT ST ALLSTON,756375.5279117972,2954524.9830939323
17 ROBEY ST ROXBURY,772854.5562834591,2942867.4703674614
17 SAINT LUKES RD ALLSTON,756911.225865379,2953385.3327197134
17 SHANNON ST BRIGHTON,750886.8059808612,2951643.541040316
17 SULLIVAN ST CHARLESTOWN,773273.968165502,2963072.534482166
17 WHITTEN ST DORCHESTER,774907.9813891798,2932026.15440692
170 BUNKER HILL ST CHARLESTOWN,774715.772414133,2963206.6286964864
170 SAINT BOTOLPH ST BOSTON,768873.3410556614,2950209.2963615954
1706 COMMONWEALTH AV BRIGHTON,751544.0788018256,2949562.7786452025
1709 DORCHESTER AV DORCHESTER,774490.0361810327,2931895.1816375554
171 AMORY ST JAMAICA PLAIN,763905.8980106562,2941199.5406879336
171 BELGRADE AV ROSLINDALE,754203.1023294181,2929617.643921867
171 HEMENWAY ST BOSTON,766689.2337936908,2949668.3918668777
171 MAGNOLIA ST DORCHESTER,771723.0358187407,2939412.2594372034
171 SCHOOL ST ROXBURY,764024.311515376,2940846.237997785
1710 COMMONWEALTH AV BRIGHTON,751475.7254476696,2949566.447144389
172 ARBORWAY JAMAICA PLAIN,759199.2604300529,2937359.204175234
172 BOSTON ST DORCHESTER,775187.8037170917,2943311.3593735993
172 EMERSON ST SOUTH BOSTON,780909.0484987646,2947536.6082717925
172 GLENWAY ST ROXBURY,769638.633048296,2933676.6757257283
172 H ST SOUTH BOSTON,780201.9024147689,2946312.6834202707
172 LAKE ST BRIGHTON,747406.8817466348,2951387.0491092056
1724 DORCHESTER AV DORCHESTER,774492.2231883854,2931338.3539028317
173 CALUMET ST ROXBURY,763843.8020619303,2945304.919084534
173 PRINCETON ST EAST BOSTON,782351.891817823,2963286.300237015
1737 COMMONWEALTH AV BRIGHTON,750983.2372191399,2949791.7082961053
174 LEXINGTON ST EAST BOSTON,782156.578635037,2963609.396400243
1745 COMMONWEALTH AV BRIGHTON,750887.490630284,2949756.913650349
1749 COMMONWEALTH AV BRIGHTON,750840.4188655913,2949737.16647397
175 H ST SOUTH BOSTON,780115.7433371097,2946284.1365029067
175 HEMENWAY ST BOSTON,766664.8833781183,2949622.166236937
175 HILLSIDE ST ROXBURY,762250.6062216014,2946184.960618809
175 HUMBOLDT AV ROXBURY,767259.1575654745,2939664.9597894847
175 TRAIN ST DORCHESTER,777156.1901630312,2930973.6640775055
1759 DORCHESTER AV DORCHESTER,774330.3882737458,2931035.0895899385
176 FALCON ST EAST BOSTON,782665.8876475394,2964615.7938563824
176 GRAMPIAN WY DORCHESTER,778059.2303536236,2938098.8408661485
176 K ST SOUTH BOSTON,781264.6095643044,2948138.487390116
176 NEWBURY ST BOSTON,769866.023750037,2952920.7823608667
176 PARIS ST EAST BOSTON,781563.7309014499,2961684.6648224294
176 WEST SIXTH ST SOUTH BOSTON,777359.0807577223,2947831.247030139
1765 COMMONWEALTH AV BRIGHTON,750667.5633330494,2949633.124559
177 BIGELOW ST BRIGHTON,746758.6315406114,2954768.172444001
177 HIGHLAND ST ROXBURY,766105.6530198753,2943309.173878297
177 NEWBURY ST BOSTON,769866.7114235312,2953096.418525681
1774 CENTRE ST WEST ROXBURY,750421.0629288554,2929907.6951661855
178 HILLSIDE ST ROXBURY,762157.0910939276,2946108.212446645
178 SCHOOL ST ROXBURY,763895.6300837547,2940835.828241989
1789 COMMONWEALTH AV BRIGHTON,750434.6518893093,2949412.071400538
179 BOSTON ST DORCHESTER,775019.1425694823,2943260.747330278
179 CHESTNUT AV JAMAICA PLAIN,762392.0425752103,2940661.3620898277
179 COMMONWEALTH AV BOSTON,769708.7950986475,2953530.3211458176
179 HIGHLAND ST ROXBURY,766102.4538563341,2943243.5636579394
18 A ROCKVILLE PARK ROXBURY,769184.5030294806,2943723.6931176484
18 ABBOTSFORD ST DORCHESTER,766312.4546441585,2940029.8776296824
18 ATLANTIC ST SOUTH BOSTON,778902.1072785705,2947051.846541822
18 BOULEVARD TER ALLSTON,753632.1654942185,2951673.494755
18 BRENTON ST DORCHESTER,769762.1067291498,2933825.896035224
18 EGLESTON ST JAMAICA PLAIN,764222.375392124,2939861.3407713324
18 FERNALD TER DORCHESTER,773286.8525176793,2938372.068604842
18 GLEASON ST DORCHESTER,769284.9453940392,2933604.724635631
18 GREENOUGH AV JAMAICA PLAIN,760686.5524355918,2938269.081485465
18 GREENWOOD ST DORCHESTER,769935.6653579473,2935183.9078433067
18 HAWTHORNE ST ROXBURY,766724.108274892,2943531.0465597063
18 HENDRY ST DORCHESTER,773760.7684209794,2938054.7009372115
18 IRVING ST BOSTON,773394.2115349025,2956767.505406767
18 LITCHFIELD ST BRIGHTON,753023.3434138298,2955969.494489938
18 LYNDEBORO ST CHARLESTOWN,772268.308280006,2963677.235964909
18 MELVILLE AV DORCHESTER,772684.0441026688,2932548.434864804
18 MONADNOCK ST DORCHESTER,773030.7555300891,2940854.852968082
18 MYRTLE ST JAMAICA PLAIN,759905.2990996689,2939659.5010409206
18 NATIONAL ST SOUTH BOSTON,778765.7111422569,2947002.3485658616
18 NILES ST BRIGHTON,749459.9612011611,2954684.350065142
18 NORTHBOURNE RD JAMAICA PLAIN,759730.6527129263,2931404.419245705
18 OAKLEY ST DORCHESTER,772302.1001441777,2935247.6295320094
18 PARKMAN ST DORCHESTER,775276.9678130001,2933438.346963197
18 PLEASANT ST CHARLESTOWN,774299.6114072353,2961842.234286502
18 RICHFIELD ST DORCHESTER,771968.8098413497,2937764.034899473
18 SAINT JOHN ST JAMAICA PLAIN,760969.8379283398,2939831.069831729
18 SAYWARD ST DORCHESTER,772658.4686363935,2939740.596313551
18 SCHIRMER RD WEST ROXBURY,750917.7062294185,2931611.9771898687
18 SCHUYLER ST DORCHESTER,768306.3494220376,2937568.4486431926
18 SHAFTER ST DORCHESTER,770569.3791624159,2934311.134963423
18 SHELBY ST EAST BOSTON,783786.7110698223,2964124.3573993593
18 TREADWAY RD DORCHESTER,775609.7352541536,2939600.753342375
18 TUCKERMAN ST SOUTH BOSTON,776599.0494370759,2946142.160352826
18 UPLAND AV DORCHESTER,773852.910923332,2933344.354334891
18 WELD AV ROXBURY,764749.346182406,2939850.606835261
18 WELLESLEY PARK DORCHESTER,773703.999976173,2933412.3293778896
180 M ST SOUTH BOSTON,782433.5686190873,2946241.8270434737
180 PARIS ST EAST BOSTON,781596.9161372036,2961723.7052623183
180 PRINCETON ST EAST BOSTON,782363.0736186504,2963419.8334863633
180 WASHINGTON ST BRIGHTON,751611.3504461646,2951387.2804505527
180 WEST CANTON ST BOSTON,770795.8699009567,2950553.4978110045
181 GOLD ST SOUTH BOSTON,777510.2473586202,2948199.5400347263
181 H ST SOUTH BOSTON,780120.9677202404,2946220.3809446245
1825 WILLIAM J DAY BLVD SOUTH BOSTON,783947.2054142952,2946361.8786868453
183 CALUMET ST ROXBURY,763960.547792092,2945239.756426528
183 HANCOCK ST DORCHESTER,774715.9100093246,2938444.1025544554
183 MARION ST EAST BOSTON,781687.9321735203,2962265.3757539243
183 STRATHMORE RD BRIGHTON,749681.2520515174,2949181.923351869
184 COMMONWEALTH AV BOSTON,769798.4125026315,2953217.909323916
184 WALNUT AV ROXBURY,767385.7278939039,2941805.7027964443
184 WASHINGTON ST BRIGHTON,751571.819502145,2951408.5892566293
184 WASHINGTON ST DORCHESTER,770180.4961731583,2935982.4525084645
184 WEST EIGHTH ST SOUTH BOSTON,777270.7268101424,2946976.749511823
1840 COMMONWEALTH AV BRIGHTON,750420.2993512005,2948969.234468311
1844 COMMONWEALTH AV BRIGHTON,750371.6704929173,2948891.074357912
185 MAVERICK ST EAST BOSTON,781308.0975037813,2959875.697966516
185 WEBSTER ST EAST BOSTON,782051.9727310389,2958475.297165975
186 BOYLSTON ST JAMAICA PLAIN,763903.8761175275,2939997.270293668
186 DORCHESTER ST SOUTH BOSTON,777992.7241013646,2946873.9898024946
1866 DORCHESTER AV DORCHESTER,774234.8222218603,2929995.3620450944
1867 COMMONWEALTH AV BRIGHTON,749943.503928557,2948632.4371516258
187 MARION ST EAST BOSTON,781723.7855461538,2962231.840935692
188 WALNUT AV ROXBURY,767340.6435479373,2941787.3981013894
189 HIGHLAND ST ROXBURY,766052.2304059863,2943108.0771618485
189 N ST SOUTH BOSTON,782886.159688741,2946299.34848167
189 WALNUT AV ROXBURY,767197.8209607005,2941853.979652986
19 BARTLETT ST CHARLESTOWN,774457.742441088,2962924.865520522
19 BILODEAU RD ROXBURY,769398.660098955,2937397.405133322
19 BODWELL ST DORCHESTER,772477.9761177301,2939326.4435914755
19 BRADSTON ST BOSTON,772182.1697660089,2946623.7909608185
19 BRENT ST DORCHESTER,772502.1783538908,2930609.4203024954
19 CLARENCE ST ROXBURY,771562.1695136875,2943548.9345379174
19 COLLISTON RD BRIGHTON,751912.7032444775,2948992.072848946
19 DORSET ST DORCHESTER,775632.2803000063,2943384.8376189917
19 DUDLEY ST ROXBURY,767280.381395191,2945302.3691888005
19 EAST SPRINGFIELD ST BOSTON,770854.4775850773,2947874.8970597535
19 ETNA ST BRIGHTON,751594.4138403386,2954513.568439722
19 GREENWICH ST ROXBURY,768697.4236523509,2947566.741313815
19 HARTFORD ST DORCHESTER,771579.9976153225,2940848.41714254
19 ISABELLA ST BOSTON,772418.2274520546,2952358.0970027745
19 LAMSON ST EAST BOSTON,782481.5164568424,2958826.052379638
19 LEROY ST DORCHESTER,773757.9518022835,2934951.024221018
19 LITCHFIELD ST BRIGHTON,753128.2638210952,2955929.394718379
19 MATCHETT ST BRIGHTON,745205.4084609151,2953893.642579511
19 MAYFAIR ST ROXBURY,766875.2231641859,2942020.345531553
19 MELVIN AV BRIGHTON,753173.528099224,2950633.5766937435
19 MIDLAND ST DORCHESTER,776576.1445269138,2938790.7743665576
19 MILTON AV DORCHESTER,770138.8063456416,2929754.203962773
19 MORRIS ST EAST BOSTON,782275.5769948661,2962097.206320077
19 OAKLAND ST BRIGHTON,748702.976328522,2952746.8572147936
19 OAKWOOD ST DORCHESTER,771465.146767348,2930372.1862532645
19 ORKNEY RD BRIGHTON,751195.2208895981,2948195.744222209
19 PARKER HILL AV ROXBURY,761685.1187603474,2946365.1746206135
19 PAYSON AV DORCHESTER,773296.4944621176,2939764.566301137
19 PUTNAM ST CHARLESTOWN,775097.4944059104,2961611.537066743
19 ROXTON ST ROXBURY,769837.3604059815,2933971.2784976363
19 SAGAMORE ST DORCHESTER,776567.0925785005,2939607.8363188803
19 SANTUIT ST DORCHESTER,774137.256957382,2931114.049264416
19 SAVIN HILL CT DORCHESTER,777583.9521068335,2939500.3000911474
19 SUDAN ST DORCHESTER,776269.2661480904,2940716.7690983564
19 VICTORIA ST DORCHESTER,775582.2646032572,2940470.9321751
19 WHEATLAND AV DORCHESTER,771713.6234012097,2932397.1013352573
19 WYOMING ST ROXBURY,768299.5110927969,2940202.8060423136
19 YORK ST DORCHESTER,769676.0613565147,2934426.739712015
190 COMMONWEALTH AV BOSTON,769705.1444414705,2953184.9826461226
190 HILLSIDE ST ROXBURY,762009.5926898122,2946161.059277609
190 MAVERICK ST EAST BOSTON,781388.5725396872,2959931.6248126626
190 PRINCETON ST EAST BOSTON,782460.8919977844,2963462.5372845083
1904 WASHINGTON ST BOSTON,770031.4113419801,2947239.1825306416
191 LEXINGTON ST EAST BOSTON,782372.7149582803,2963577.947585419
191 WEST SEVENTH ST SOUTH BOSTON,777568.2036580741,2947146.336629629
191 WEST SIXTH ST SOUTH BOSTON,777481.6801799834,2947611.1237731576
192 BELGRADE AV ROSLINDALE,753975.7657585293,2929476.1507157385
192 DORCHESTER ST SOUTH BOSTON,777959.0713444054,2946851.021689266
193 CAMBRIDGE ST ALLSTON,757422.5062690228,2955891.9192346632
194 BROOKS ST EAST BOSTON,781484.7307044417,2963924.1769760847
194 LONDON ST EAST BOSTON,781280.1590292752,2962110.205284506
194 N ST SOUTH BOSTON,782972.2779414654,2946281.5046548843
195 BUNKER HILL ST CHARLESTOWN,774573.0659511834,2963388.48174417
195 DORCHESTER ST SOUTH BOSTON,777924.9419940263,2946989.346274957
195 TRENTON ST EAST BOSTON,782729.6374600828,2964043.8841779083
195 WOODROW AV DORCHESTER,767675.1598087102,2929686.114912331
1954 COMMONWEALTH AV BRIGHTON,749116.1311075389,2948610.9995201677
196 WASHINGTON ST BRIGHTON,751388.8868615031,2951500.3948775977
196 WEST BROOKLINE ST BOSTON,770584.1417644024,2950385.137255937
1965 COLUMBUS AV ROXBURY,764783.5115192086,2940208.3113615513
197 BAY STATE RD BOSTON,763657.486394301,2953077.414060861
197 HUMBOLDT AV ROXBURY,767091.876603365,2939353.1192143857
198 ADAMS ST DORCHESTER,775207.6833477318,2935513.781551972
198 BROOKS ST EAST BOSTON,781461.7087627649,2963968.078305915
198 TRENTON ST EAST BOSTON,782651.0104333013,2964145.408554673
199 BAY STATE RD BOSTON,763635.5192482024,2953079.803680882
199 CHESTNUT HILL AV BRIGHTON,749351.4838828892,2949515.0246503353
199 WEST FIFTH ST SOUTH BOSTON,777485.2996892333,2948009.843759373
199 WESTVILLE ST DORCHESTER,773884.2309127748,2935185.019188985
2 BARSTOW ST ALLSTON,752793.2204649448,2953872.535478905
2 BAY ST DORCHESTER,775951.3287456781,2938823.8325913846
2 CHAMBLET ST DORCHESTER,772059.2603765875,2940271.743646756
2 CLEVELAND ST ROXBURY,769618.9182294607,2943989.61349386
2 COLLISTON RD BRIGHTON,752173.7929714471,2949000.8904319257
2 DEXTER ROW CHARLESTOWN,774005.3920874,2962153.5002883226
2 GREENHEYS ST DORCHESTER,771094.5975041986,2938966.6146560907
2 HARTFORD ST DORCHESTER,771391.0830620229,2941292.9161035717
2 IROQUOIS ST ROXBURY,763553.0108277053,2945390.9777630717
2 LEROY ST DORCHESTER,773422.3547389358,2934939.4898136407
2 LEXINGTON ST EAST BOSTON,780545.9311897904,2962826.875676617
2 LONGMEADOW ST ROXBURY,772401.3319735825,2942682.8717667162
2 LYNNVILLE TER DORCHESTER,770228.1800096035,2935496.844946146
2 MEAD ST ALLSTON,755617.1958160102,2956983.803820133
2 MEAD ST CHARLESTOWN,772754.1740978807,2963861.6842693835
2 MENLO ST BRIGHTON,750723.1351533979,2953072.5949030817
2 MICHIGAN AV ROXBURY,768750.833867535,2935760.4606786966
2 MOUNT CUSHING TER DORCHESTER,774098.5827323645,2940505.531768352
2 MURDOCK TER BRIGHTON,751679.3273036182,2953534.6815521866
2 OTISFIELD ST DORCHESTER,769560.1768814623,2939399.2807340473
2 PLEASANT ST DORCHESTER,775553.7016583383,2941413.836562231
2 PRESCOTT ST EAST BOSTON,782921.7632731944,2964141.753059
2 SEABORN ST DORCHESTER,772757.4552137107,2931793.3539465517
2 SUNDERLAND ST DORCHESTER,769056.9468542635,2938528.36765714
2 THANE ST DORCHESTER,770916.6981254816,2932805.472035721
2 VICTORIA ST DORCHESTER,775915.127605021,2940261.681961417
2 WEBSTER AV EAST BOSTON,781649.2316391021,2958895.808902219
20 ALPINE ST ROXBURY,767988.4655456692,2943996.2213889807
20 ARION ST DORCHESTER,773275.8842161745,2940638.187130213
20 ARMSTRONG ST JAMAICA PLAIN,763363.6843960881,2942317.64335455
20 ASHFORD ST ALLSTON,756547.8073590398,2954453.0555915833
20 ATHELWOLD ST DORCHESTER,770825.2312003374,2933194.496853858
20 BELLEVUE ST DORCHESTER,773142.4912836701,2938928.8676109016
20 BOURNE ST JAMAICA PLAIN,760645.7296089083,2931758.724112615
20 BRAEMORE RD BROOKLINE,750485.5031365603,2948598.628655061
20 BRENT ST DORCHESTER,772438.9529150575,2930705.3277718574
20 BROOKS ST BRIGHTON,747535.8365541846,2955192.764860168
20 CARSON ST DORCHESTER,776696.1275238991,2941948.4933285415
20 CITY HALL AV BOSTON,775451.2863905579,2955880.7368290126
20 CLAYMOSS RD BRIGHTON,752180.4698153585,2950486.332613915
20 CLEVELAND PL BOSTON,776052.4466874748,2958787.926116094
20 CRAWFORD ST ROXBURY,768535.2243372798,2938493.547911614
20 CUSHMAN RD BRIGHTON,751402.7452665865,2954277.511963308
20 DANUBE ST DORCHESTER,771045.7385141999,2941002.864859253
20 DECKARD ST ROXBURY,768547.049660176,2940273.025549993
20 DONALD RD DORCHESTER,766994.7159594297,2931320.6927298605
20 DRAPER ST DORCHESTER,774184.6568336636,2935396.1896870583
20 EAST COTTAGE ST DORCHESTER,772276.055039838,2942536.8672531396
20 ELTON ST DORCHESTER,776293.8811697811,2939725.1421067864
20 F ST SOUTH BOSTON,777439.0661967099,2946994.595757872
20 FOLSOM ST DORCHESTER,772020.3067275137,2941356.583963841
20 FRANKFORT ST EAST BOSTON,781593.73904939,2959996.798659727
20 HENDRY ST DORCHESTER,773739.1290840656,2938080.5488721877
20 HEREFORD ST BOSTON,767936.051761508,2953179.894950941
20 JOY ST BOSTON,773685.2516500652,2956220.807096556
20 JUDSON ST DORCHESTER,771123.0515826195,2941876.5467745513
20 LANGDON ST ROXBURY,771707.4697213918,2943519.6240429133
20 MELLEN ST DORCHESTER,773061.2532749474,2929439.091646448
20 MELTON RD BRIGHTON,750636.1393155903,2950734.1460692436
20 MORSE ST ROXBURY,770231.2113372535,2936304.6798564196
20 MYSTIC ST CHARLESTOWN,774287.4531342387,2963741.0414203554
20 OLD RD ROXBURY,768467.8804176599,2935345.764531255
20 PARK VIEW ST ROXBURY,766434.9403613955,2938586.5075176507
20 PASADENA RD DORCHESTER,769030.1535950303,2936488.8977267593
20 PRIESING ST JAMAICA PLAIN,763323.174258247,2942634.5123530626
20 STILLMAN ST BOSTON,775924.2751140296,2957871.9438135773
20 TELEGRAPH ST SOUTH BOSTON,777837.6377010942,2946716.459348932
20 THELMA RD DORCHESTER,776882.5454050899,2932648.077060476
20 THORNLEY ST DORCHESTER,775562.1714732796,2939774.321345791
20 TOWER ST JAMAICA PLAIN,761003.2454332411,2934472.0312067717
20 TRENTON ST CHARLESTOWN,774597.713632822,2963155.1602365673
20 VESTA RD DORCHESTER,768056.935931325,2933223.0467952937
20 VINTON ST SOUTH BOSTON,776793.2669993341,2945577.9532827586
20 WARWICK ST ROXBURY,768664.551407814,2947814.2499428988
20 WORLEY ST WEST ROXBURY,747633.6343696266,2931494.2667814046
20 YORK ST DORCHESTER,769644.0793981701,2934542.9737695605
200 LEYDEN ST EAST BOSTON,790235.1016217321,2967081.135082096
200 POND ST JAMAICA PLAIN,758585.2880562395,2939259.722025439
201 BELGRADE AV ROSLINDALE,753804.4201440662,2929578.6582176387
2017 COMMONWEALTH AV BRIGHTON,748322.5404736698,2949178.3606951386
202 EAST EAGLE ST EAST BOSTON,782262.592243582,2964388.594275862
202 FALCON ST EAST BOSTON,782991.9800592065,2964617.6766422987
202 HAVRE ST EAST BOSTON,781408.9024543315,2961882.767104864
202 SAVIN HILL AV DORCHESTER,778106.6005940288,2937931.4102125764
2022 COMMONWEALTH AV BRIGHTON,748052.4293414056,2949003.4971801788
203 HILLSIDE ST ROXBURY,761899.7052477598,2946305.5943956226
203 LEXINGTON ST EAST BOSTON,782522.9921801984,2963669.067044914
204 LEXINGTON ST EAST BOSTON,782464.1319862604,2963742.7497174293
204 WEST FIFTH ST SOUTH BOSTON,777576.5180358291,2948039.9991795123
205 HUMBOLDT AV ROXBURY,767058.6033671647,2939303.177002549
205 LONDON ST EAST BOSTON,781386.139070645,2962101.923566699
205 PRINCETON ST EAST BOSTON,782618.2189314365,2963422.8947523087
205 WALNUT AV ROXBURY,767152.2932860851,2941826.534706697
205 WEST FIFTH ST SOUTH BOSTON,777542.5695248246,2947956.817903459
2051 COMMONWEALTH AV BRIGHTON,747766.5845783055,2949229.8061721176
2055 COLUMBUS AV ROXBURY,765409.3784671277,2939573.67188929
206 SAVIN HILL AV DORCHESTER,778195.7782982588,2937951.3702834845
207 COMMONWEALTH AV BOSTON,769352.497672081,2953393.0120427907
207 FALCON ST EAST BOSTON,783042.5651883185,2964517.925277695
207 HARVARD ST DORCHESTER,768476.7581796348,2933171.966625944
207 I ST SOUTH BOSTON,780548.8545581549,2945983.6132069677
207 WEBSTER ST EAST BOSTON,782257.1201891154,2958355.48412171
208 ALLSTON ST BRIGHTON,753857.413037613,2951470.055291608
208 BENNINGTON ST EAST BOSTON,782804.8660371304,2963072.5245027393
208 HANOVER ST BOSTON,776198.9141861498,2957614.5458711237
208 HOWARD AV DORCHESTER,771069.3398676515,2939545.688356146
208 WEST SPRINGFIELD ST BOSTON,769578.8541419208,2949333.7779286504
209 BLUE HILL AV ROXBURY,770248.2676962614,2940982.987345457
209 HARVARD ST DORCHESTER,768433.9473294169,2933160.4028850943
209 NORWELL ST DORCHESTER,770232.2549437732,2932888.0001126677
209 PARIS ST EAST BOSTON,781889.5463083237,2961903.8488032967
21 ARBOROUGH RD ROSLINDALE,756798.9182601869,2930768.510873705
21 ASHLEY ST EAST BOSTON,789904.2242242545,2966844.5025203526
21 BERTSON AV WEST ROXBURY,746617.376026392,2929660.3510464877
21 BRIGHTON ST CHARLESTOWN,770230.8983460218,2965031.4359328896
21 BURR ST JAMAICA PLAIN,761745.5678006113,2940756.9496125877
21 COOPER ST BOSTON,776027.5235130638,2958184.5624818653
21 CORTES ST BOSTON,772270.3023516834,2952277.874174297
21 DANFORTH ST JAMAICA PLAIN,763034.2162151933,2941336.052041307
21 EDSON ST DORCHESTER,770334.7899647206,2929815.5330073684
21 GLENMONT RD BRIGHTON,748327.8238261789,2951344.1756607443
21 HUMPHREYS ST DORCHESTER,773514.269226417,2941952.4394373447
21 KENWOOD ST DORCHESTER,772368.6756476462,2931627.9581896216
21 LANGDON ST ROXBURY,771773.3932353854,2943443.836920157
21 LINDEN ST SOUTH BOSTON,779246.6985305846,2947007.6391761303
